Name,ID,UUID,Price,Description,Number of Flavours,Rating,Image Link
GORILLA MODE + GLYCEROL BUNDLE,gorilla-mode-glycerol-bundle,6cb9679a-2255-4241-9d15-226bfe08c351,$69.99,"With Gorilla Mode you can expect a massive increase in nitric oxide (NO) levels, intramuscular hydration, energy, focus and as significant of a boost in muscle strength and endurance as you can get from a legal non-hormonal pre-workout. This product is maxed out in the pump and performance category, as well as in the energy and focus category. It has a massive dose of L-Citrulline, GlycerPump, Agmatine, Creatine and Betaine to saturate your muscles with blood and intracellular hydration. It also has a potent stimulant complex comprised of a high dose of Caffeine and N-Phenethyl Dimethylamine Citrate. The high dosed Nootropics L-Tyrosine, Kanna and Huperzine A top off the cognitive enhancing component of Gorilla Mode and contribute to a significant increase in energy, focus and overall mental sharpness. Bioperine also potentiates the cognitive enhancing ingredients in this formula by prolonging their breakdown and increasing their bioavailability.",[],4.6,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/Glycerol-LL-and-Mode-MP_1200x.png?v=1659979071
GORILLA MODE POST-WORKOUT,gorilla-mode-post-workout,2767ec7e-5771-4c4a-b109-9f1a3eb1af24,$34.99,"After a hard training session the goal should be to replace what was lost during that session.   Your body mainly loses water, sodium and glycogen during a hard session, so that is what we would ideally replace as quickly as possible, followed by a low-fat meal with lean proteins shortly after.  Gorilla Mode Post-Workout is a mix of fast digesting carbs with very quick gastric emptying times, sodium, creatine and leucine.  Carbs: The Highly Branched Cyclic Dextrin (HBCD) is a very expensive carb source that has gained notoriety in the past decade not only for how well it works, but also for how well-tolerated it is.  In the past, carb powders designed to refill glycogen stores as quickly as possible essentially all fell short of their intended goal and caused significant amounts of bloating and gastrointestinal upset.  The slower the gastric emptying time and the more GI distress a carb source causes, the longer it will take for glycogen replenishment. HBCD is processed very quickly with no GI distress, and gets to the muscle to start the recovery process. ",2,4.7,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/PP-Post-Workout-Front_e0a9efaf-f491-44aa-b26e-e4a1ee3da18e_1200x.png?v=1657067811
SHROOM + SMOOTH BUNDLE,shroom-smooth-bundle,9f8336a4-2c49-44ed-93c5-e0fbc03fb431,,,[],4.5,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/Shroom-SmoothBundle_1200x.png?v=1636062081
CURCUMIN,curcumin,12839471-9dc0-45e4-b5dd-ffd1e35ed5b1,$29.99,,[],4.9,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/CurcuminFront_1200x.png?v=1617323733
ASTRAGALUS,astragalus,8a94caa5-df98-4790-9f12-27d9a31f6a77,$19.99,,[],5.0,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/AstragulusFront_1200x.png?v=1617323596
GYM PR STACK,copy-of-gorilla-mode,451995f8-c726-479f-a72d-d3f32491ebcb,0,"With Gorilla Mode you can expect a massive increase in nitric oxide (NO) levels, intramuscular hydration, energy, focus and as significant of a boost in muscle strength and endurance as you can get from a legal non-hormonal pre-workout. This product is maxed out in the pump and performance category, as well as in the energy and focus category. It has a massive dose of L-Citrulline, GlycerPump, Agmatine, Creatine and Betaine to saturate your muscles with blood and intracellular hydration. It also has a potent stimulant complex comprised of a high dose of Caffeine and N-Phenethyl Dimethylamine Citrate. The high dosed Nootropics L-Tyrosine, Kanna and Huperzine A top off the cognitive enhancing component of Gorilla Mode and contribute to a significant increase in energy, focus and overall mental sharpness. Bioperine also potentiates the cognitive enhancing ingredients in this formula by prolonging their breakdown and increasing their bioavailability.",[],4.9,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/Smooth-_-Mode-Jungle-Juice_1200x.png?v=1621935508
GORILLA MODE NITRIC + GLYCEROL BUNDLE,glycerol-nitric-bundle,f820ad39-af28-448d-8337-541cd1893fa0,$89.98,"With Gorilla Mode Nitric you can expect a massive increase in nitric oxide (NO) levels, vasodilation, intracellular hydration and as significant of a boost in muscle strength and endurance as you can get from a legal non-hormonal pre-workout. This product is maxed out from all angles. The traditional Arginine–eNOS–nitric oxide (NO) pathway is completely saturated with an unheard of dose of L-Citrulline, as well as topped out dosages of Nitrosigine and Agmatine Sulfate for good measure. Over a gram of nitrates also ensures that the nitrate–nitrite–nitric oxide (NO) pathway is taken care of. Intracellular hyper-hydration is best-in-class too with a huge dose of Creatine Monohydrate, Glycerpump and Betaine Anhydrous to volumize the muscle and support performance and pumps. Inhibiting the enzyme angiotensin converting enzyme (ACE) with a clinical dose of VasoDrive-AP® also checks off another pathway to push the boundaries on supraphysiological levels of vasodilation. Finally, a high dose of Malic Acid was included for good measure to act as a Krebs cycle intermediary and support greater levels of muscular endurance.",[],4.9,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/Glycerol-and-Nitric_1200x.png?v=1607754478
FAT LOSS BUNDLE + DREAM,fat-loss-bundle-dream,8ac102a4-b3fc-4169-8c0d-0a801069e551,,,[],4.6,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/Dream-a2AM-cAMP-PM_1200x.png?v=1605566241
CITRUS BERGAMOT,citrus-bergamot,af88baa9-e4b3-49b1-9b8d-50c71e2f0488,$29.99,,[],5.0,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/CitrusBergamotFront_1200x.png?v=1617323695
CŌSH MOISTURIZER,moisturizer,30126c0f-8b87-4640-8c29-562616f9d797,$27.99,,[],5.0,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/Moisturizer-Front_1200x.png?v=1609869417
CŌSH EXFOLIATING CLEANSER,exfoliating-cleanser,c6670380-2d03-4dbd-9d7b-5047e73af31b,$23.99,,[],5.0,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/Exfoliating-Cleanser_1200x.png?v=1609869474
GLUCOSE DISPOSAL AGENT,glucose-disposal-agent,8b3c90c3-a221-4fef-b478-c45b432ad788,$59.99,,[],5.0,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/GlucoseDisposalAgentFront_1_1200x.png?v=1617323810
HIGH STIM PEAK PERFORMANCE STACK,high-stim-peak-performance-stack,a369d2b3-1050-4005-ae29-9c73721ec51c,0,,[],4.7,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/nitric-and-a2-am_1200x.png?v=1623052983
PRE-WORKOUT FUNNEL,pre-workout-funnel-1,d9d89bca-ee2b-48bc-b07c-8a9cc8f4a027,,,[],4.4,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/Gorilla-Mode-funnels-PP_1200x.png?v=1636723801
CŌSH SKIN CARE BUNDLE,skin-care-bundle,89261d46-2d92-4348-a80a-72d50e8fce90,,"For Hands and Face Only! Keep Away From Eyes.   Cōsh Advanced Wrinkle Relaxer with Peptides is our newest skin care product and your anti-aging solution.  This product helps relax the facial muscles and firms the skin to reduce the appearance of fine lines, wrinkles and uneven skin tones. It helps make your skin look and feel like the way you want it to. While it works to mitigate those fine lines and wrinkles, it also works as a preventive measure to reduce the effects of aging in the future.  Use daily as a part of your skin care routine. It can be used alone or with a moisturizer.   Cōsh Youth Serum is the most effective daily over-the-counter anti-aging prevention serum that you can buy. Yes, while the mainstream cosmetic industry promises the world but is full of overpriced scam products that don't deliver, Cōsh Youth Serum is an affordable option that will make a real difference in your skin's appearance.",[],5.0,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/wrinkleandserumbundle_1200x.png?v=1602013045
CŌSH ADVANCED WRINKLE RELAXER,advanced-wrinkle-relaxer,b038b0ba-b227-458d-82fb-5f73458a8775,$22.99,,[],5.0,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/CoshAntiWrinkleCream_01_02fdaa98-387c-4621-ad8b-d68ab2740a58_1200x.png?v=1602012383
GORILLA MIND DIGITAL GIFT CARD,gorilla-mind-digital-gift-card,301e3957-435e-43ea-bdbf-05b437cd96b9,$10.00,"If the balance available on a gift card is greater than or equal to the order total, you can complete your purchase with no further payment necessary.  If the balance available on the gift card is less than the order total, then you will be prompted to choose a second payment method to cover the remaining balance before placing the order.",[],5.0,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/gorilla-mind-10-dollar-giftcard_1200x.jpg?v=1628260193
GORILLA MODE POST-WORKOUT + EAAS BUNDLE,gorilla-mode-post-workout-eaas,e9272d39-d28a-4e12-8d5a-6ad26dda049e,$62.99,,[],5.0,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/psot-eaas_1200x.png?v=1649954413
LIPOSOMAL MELATONIN,liposomal-melatonin,17456015-2568-4eb1-890a-1736b0560665,,,[],5.0,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/LiposomalMelatoninFront_1200x.png?v=1617323991
GORILLA MODE PROTEIN + POST-WORKOUT BUNDLE,gorilla-mode-protein-post-workout-bundle,df152819-461a-4ec9-a5ed-f1f8d4db96aa,$67.99,,[],4.9,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/post-protein-vanilla_1200x.png?v=1649954458
GORILLA MODE ENERGY TO GO,gorilla-mode-energy-to-go,3abf0f3a-68db-4087-9ef5-3768957b3353,,"Gorilla Mode ""Energy"" is our aggressively dosed turnkey energy formula designed for maxed out performance and intense focus.  It is branded as a pre-workout, but it more broadly serves as an all around high potency energy formula.  You can expect a very clean boost in mental clarity, productivity, focus and energy with this product.  Gorilla Mode ""Energy"" contains a massive dose of carefully chosen synergistic stimulants and nootropics.  This product is designed specifically for energy and mental sharpness, so it does not contain any Nitric Oxide precursors, plasma expanders, or volumizing agents like Gorilla Mode and Gorilla Mode Nitric do.  As it is a pure energy formula, it can be stacked alongside our stimulant-free pre-workout Gorilla Mode Nitric to create an extremely potent all around pre-workout.  Just like all of our other products, look at the label and compare it to your current pre-workout. ",[],0.0,https://cdn.shopify.com/s/files/1/0369/2580/0493/products/GorillaMEMojoMojitoFront_1200x.png?v=1610259200
,gorilla-mode-energy-sample,9f91d8b7-9e24-4cd0-80fc-1aff3bae652d,0,,[],0.0,
